x,w,w_ref
0.0,0.0,5.415632575119997e-05
0.001001001001001,0.0,6.001474404180012e-05
0.002002002002002,0.0,6.587316233240027e-05
0.003003003003003,0.0,7.173158062299956e-05
0.004004004004004,0.0,7.697902735660008e-05
0.005005005005005,0.0,8.21416773260997e-05
0.006006006006006,0.0,8.73043272956002e-05
0.007007007007007,0.0,9.202421529350049e-05
0.008008008008008,0.0,9.660139488740054e-05
0.009009009009009,0.0,0.00010117857448119997
0.01001001001001,0.0,0.00010544392051379994
0.011011011011011,0.0,0.00010952953981399963
0.012012012012012,0.0,0.00011361515911420018
0.013013013013013,0.0,0.00011749028411200003
0.014014014014014,0.0,0.00012116518282180057
0.015015015015015,0.0,0.00012484008153179973
0.016016016016016,0.0,0.00012838208381999935
0.017017017017017,0.0,0.00013171676769020008
0.018018018018018,0.0,0.0001350514515606003
0.019019019019019,0.0,0.00013831149504620055
0.02002002002002,0.0,0.00014136844725280012
0.021021021021021,0.0,0.0001444253994592002
0.022022022022022,0.0,0.00014744985479659984
0.023023023023023,0.0,0.0001502855517233996
0.024024024024024,0.0,0.0001531212486503
0.025025025025025,0.0,0.00015595272179650017
0.026026026026026,0.0,0.00015861946749930016
0.027027027027027,0.0,0.00016128621320199953
0.028028028028028,0.0,0.0001639529589047995
0.029029029029029,0.0,0.00016651218154500012
0.03003003003003,0.0,0.00016905987056950022
0.031031031031031,0.0,0.00017160755959400031
0.032032032032032,0.0,0.00017410074544069957
0.033033033033033,0.0,0.00017657867039770018
0.034034034034034,0.0,0.00017905659535469992
0.035035035035035,0.0,0.00018152193680950023
0.036036036036036,0.0,0.00018398077778200052
0.037037037037037,0.0,0.00018643961875449994
0.038038038038038,0.0,0.0001889174506165001
0.039039039039039,0.0,0.0001914116234766998
0.04004004004004,0.0,0.0001939057963367
0.041041041041041,0.0,0.00019644005078230022
0.042042042042042,0.0,0.00019903066053950005
0.043043043043043,0.0,0.00020162127029679962
0.044044044044044,0.0,0.00020426127432679984
0.045045045045045,0.0,0.00020702003479959943
0.046046046046046,0.0,0.0002097787952723999
0.047047047047047,0.0,0.00021258154060070037
0.048048048048048,0.0,0.00021559621296050012
0.049049049049049,0.0,0.00021861088532029987
0.05005005005005,0.0,0.00022164393522310002
0.051051051051051,0.0,0.0002250261584465004
0.052052052052052,0.0,0.00022840838167000055
0.053053053053053,0.0,0.00023179060489349982
0.054054054054054,0.0,0.00023565054137229986
0.055055055055055,0.0,0.00023954747248030022
0.056056056056056,0.0,0.0002434444035882997
0.057057057057057,0.0,0.00024791795837510004
0.058058058058058,0.0,0.00025253008164270035
0.059059059059059,0.0,0.00025714220491050016
0.06006006006006,0.0,0.00026243653059429984
0.061061061061061,0.0,0.00026804547931010003
0.062062062062062,0.0,0.00027365442802599997
0.063063063063063,0.0,0.0002800520521790001
0.064064064064064,0.0,0.0002870630905607999
0.065065065065065,0.0,0.0002940741289425997
0.066066066066066,0.0,0.0003019224850492998
0.067067067067067,0.0,0.00031083381897690013
0.068068068068068,0.0,0.0003197451529046002
0.069069069069069,0.0,0.00032939978694859935
0.07007007007007,0.0,0.0003406430428101997
0.071071071071071,0.0,0.0003518862986718
0.072072072072072,0.0,0.00036370727993999957
0.073073073073073,0.0,0.00037788501405719953
0.074074074074074,0.0,0.0003920627481743995
0.075075075075075,0.0,0.0004065285007413995
0.076076076076076,0.0,0.00042454648085660067
0.077077077077077,0.0,0.00044256446097189987
0.078078078078078,0.0,0.0004605824410871002
0.079079079079079,0.0,0.0004835777620571004
0.08008008008008,0.0,0.0005068178702822002
0.081081081081081,0.0,0.0005300579785074006
0.082082082082082,0.0,0.0005594523698718001
0.083083083083083,0.0,0.0005900961269861994
0.084084084084084,0.0,0.0006207398841006004
0.085085085085085,0.0,0.0006591724976889
0.086086086086086,0.0,0.0007007961405813999
0.087087087087087,0.0,0.0007424197834740003
0.088088088088088,0.0,0.0007940636559823997
0.089089089089089,0.0,0.0008527430088594006
0.09009009009009,0.0,0.0009114223617363998
0.091091091091091,0.0,0.0009829030802821995
0.092092092092092,0.0,0.0010690752990250001
0.093093093093093,0.0,0.0011552475177678996
0.094094094094094,0.0,0.0012569971522764
0.095095095095095,0.0,0.0013884854896101997
0.096096096096096,0.0,0.0015199738269441
0.097097097097097,0.0,0.0016638418336215998
0.098098098098098,0.0,0.0018511258637722
0.099099099099099,0.0,0.0020384098939227003
0.1001001001001,0.0,0.0022255220901519998
0.1011011011011,0.0,0.0024110877810902
0.1021021021021,0.0,0.0025966534720284
0.1031031031031,0.0,0.0027822191629665
