x,w,w_ref
0.0,0.0,0.00011504387440989996
0.001001001001001,0.0,0.00012609947111810044
0.002002002002002,0.0,0.0001371550678263998
0.003003003003003,0.0,0.00014821066453470002
0.004004004004004,0.0,0.0001592662612429005
0.005005005005005,0.0,0.0001703218579511001
0.006006006006006,0.0,0.00018137745465950008
0.007007007007007,0.0,0.00019072758030169983
0.008008008008008,0.0,0.00019952800865830067
0.009009009009009,0.0,0.00020832843701490064
0.01001001001001,0.0,0.0002171288653715006
0.011011011011011,0.0,0.00022592929372810058
0.012012012012012,0.0,0.00023472972208470055
0.013013013013013,0.0,0.00024272754914710006
0.014014014014014,0.0,0.0002499619261979993
0.015015015015015,0.0,0.0002571963032488994
0.016016016016016,0.0,0.00026443068029990014
0.017017017017017,0.0,0.0002716650573507994
0.018018018018018,0.0,0.0002788994344016995
0.019019019019019,0.0,0.0002858577838297993
0.02002002002002,0.0,0.0002920650813539004
0.021021021021021,0.0,0.0002982723788779
0.022022022022022,0.0,0.00030447967640189963
0.023023023023023,0.0,0.0003106869739259001
0.024024024024024,0.0,0.0003168942714499006
0.025025025025025,0.0,0.0003230873069241004
0.026026026026026,0.0,0.00032872412245170055
0.027027027027027,0.0,0.0003343609379795002
0.028028028028028,0.0,0.00033999775350710033
0.029029029029029,0.0,0.0003456345690349
0.03003003003003,0.0,0.0003512713845625001
0.031031031031031,0.0,0.00035690820009029976
0.032032032032032,0.0,0.00036243815620170053
0.033033033033033,0.0,0.0003679381916767005
0.034034034034034,0.0,0.00037343822715170047
0.035035035035035,0.0,0.0003789382626265001
0.036036036036036,0.0,0.00038443829810150005
0.037037037037037,0.0,0.0003899383335765
0.038038038038038,0.0,0.00039562086898310006
0.039039039039039,0.0,0.0004014604392148999
0.04004004004004,0.0,0.0004073000094466997
0.041041041041041,0.0,0.0004131395796784995
0.042042042042042,0.0,0.0004189791499101996
0.043043043043043,0.0,0.00042481872014189966
0.044044044044044,0.0,0.00043093732577650055
0.045045045045045,0.0,0.00043772680376209967
0.046046046046046,0.0,0.0004445162817477005
0.047047047047047,0.0,0.0004513057597333994
0.048048048048048,0.0,0.0004580952377191
0.049049049049049,0.0,0.0004648847157047
0.05005005005005,0.0,0.0004717665669885995
0.051051051051051,0.0,0.0004804035109387001
0.052052052052052,0.0,0.0004890404548887001
0.053053053053053,0.0,0.0004976773988388996
0.054054054054054,0.0,0.0005063143427889005
0.055055055055055,0.0,0.0005149512867389993
0.056056056056056,0.0,0.0005235882306890999
0.057057057057057,0.0,0.0005349054512753006
0.058058058058058,0.0,0.0005468667693477001
